product_id,attribute_name,attribute_value,status,source_document_id,source_chunk_id,confidence,reviewed_at,reviewer,notes
P1913337,Norme di riferimento,"EN 50200, CEI 20-36/4-0 (PH30) CEI 20-105",APPROVED,,,,,,
P1913815,Pulse input maximum frequency,100Hz,APPROVED,,,,,,
P1913815,Pulse input minimum duty cycle,5ms ON / 5ms OFF,APPROVED,,,,,,
P1919717,Supply Voltage,24,APPROVED,,,,,,
P1919718,Supply Voltage,24,APPROVED,,,,,,
P1919718,kvs,0.25,APPROVED,,,,,,
P1919719,Supply Voltage,24,APPROVED,,,,,,
P1919720,Operating Range,43191679-011,APPROVED,,,,,,
P1919720,Operating Range,43191679-012,APPROVED,,,,,,
P1919721,Operating Range,43191679-011,APPROVED,,,,,,
P1919721,Operating Range,43191679-012,APPROVED,,,,,,
P1919722,Operating Range,43191679-011,APPROVED,,,,,,
P1919722,Operating Range,43191679-012,APPROVED,,,,,,
P1919723,Operating Range,43191679-011,APPROVED,,,,,,
P1919723,Operating Range,43191679-012,APPROVED,,,,,,
P1919724,Operating Range,43191679-011,APPROVED,,,,,,
P1919724,Operating Range,43191679-012,APPROVED,,,,,,
P1919725,Operating Range,43191679-011,APPROVED,,,,,,
P1919725,Operating Range,43191679-012,APPROVED,,,,,,
P1919726,Operating Range,43191679-011,APPROVED,,,,,,
P1919726,Operating Range,43191679-012,APPROVED,,,,,,
P1919727,Operating Range,43191679-011,APPROVED,,,,,,
P1919727,Operating Range,43191679-012,APPROVED,,,,,,
P1919728,Operating Range,43191679-011,APPROVED,,,,,,
P1919728,Operating Range,43191679-012,APPROVED,,,,,,
P1919729,Operating Range,43191679-011,APPROVED,,,,,,
P1919729,Operating Range,43191679-012,APPROVED,,,,,,
P1919730,Operating Range,43191679-011,APPROVED,,,,,,
P1919730,Operating Range,43191679-012,APPROVED,,,,,,
P1919731,Operating Range,43191679-011,APPROVED,,,,,,
P1919731,Operating Range,43191679-012,APPROVED,,,,,,
P1919732,Operating Range,43191679-011,APPROVED,,,,,,
P1919732,Operating Range,43191679-012,APPROVED,,,,,,
P1919818,Supply Voltage,24,APPROVED,,,,,,
P1919819,Supply Voltage,24,APPROVED,,,,,,
P1920438,Operating Range,43191679-011,APPROVED,,,,,,
P1920438,Operating Range,43191679-012,APPROVED,,,,,,
P1920438,Stroke,20/38mm,APPROVED,,,,,,
P1920541,Supply Voltage,230 VAC,APPROVED,,,,,,
P1920541,Supply Voltage,24 VAC,APPROVED,,,,,,
P1920541,Current Rating,300 mA,APPROVED,,,,,,
P1920541,Current Rating,600 mA,APPROVED,,,,,,
P1920543,Supply Voltage,230 VAC,APPROVED,,,,,,
P1920543,Supply Voltage,24 VAC,APPROVED,,,,,,
P1920543,Current Rating,300 mA,APPROVED,,,,,,
P1920543,Current Rating,600 mA,APPROVED,,,,,,
P1921333,Operating Range,43191679-011,APPROVED,,,,,,
P1921333,Operating Range,43191679-012,APPROVED,,,,,,
P1921333,Stroke,20/38mm,APPROVED,,,,,,
P1921578,Operating Range,43191679-011,APPROVED,,,,,,
P1921578,Operating Range,43191679-012,APPROVED,,,,,,
P1921578,Stroke,20/38mm,APPROVED,,,,,,
P1921621,Processor,Core i5-3470,APPROVED,,,,,,
P1921650,Operating Range,43191679-011,APPROVED,,,,,,
P1921650,Operating Range,43191679-012,APPROVED,,,,,,
P1921650,Stroke,20/38mm,APPROVED,,,,,,
P1921653,Temperature Range,-10 °C to +50 °C,APPROVED,,,,,,
P1921653,Enclosure Material,Flame retardant (V0) ABS,APPROVED,,,,,,
P1921809,Supply Voltage,230 VAC,APPROVED,,,,,,
P1921809,Supply Voltage,24 VAC,APPROVED,,,,,,
P1921809,Current Rating,300 mA,APPROVED,,,,,,
P1921809,Current Rating,600 mA,APPROVED,,,,,,
P1921810,Supply Voltage,230 VAC,APPROVED,,,,,,
P1921810,Supply Voltage,24 VAC,APPROVED,,,,,,
P1921810,Current Rating,300 mA,APPROVED,,,,,,
P1921810,Current Rating,600 mA,APPROVED,,,,,,
P1921811,Supply Voltage,230 VAC,APPROVED,,,,,,
P1921811,Supply Voltage,24 VAC,APPROVED,,,,,,
P1921811,Current Rating,300 mA,APPROVED,,,,,,
P1921811,Current Rating,600 mA,APPROVED,,,,,,
P1921819,Supply Voltage,230V AC,APPROVED,,,,,,
P1921819,Supply Voltage,24V AC,APPROVED,,,,,,
P1921819,Current Rating,300 mA,APPROVED,,,,,,
P1921819,Current Rating,600 mA,APPROVED,,,,,,
P1921838,Temperature Range,-40–185 deg. F,APPROVED,,,,,,
P1921860,Operating Range,43191679-011,APPROVED,,,,,,
P1921860,Operating Range,43191679-012,APPROVED,,,,,,
P1921860,Stroke,20/38mm,APPROVED,,,,,,
P1922042,Operating Range,43191679-011,APPROVED,,,,,,
P1922042,Operating Range,43191679-012,APPROVED,,,,,,
P1922042,Stroke,20/38mm,APPROVED,,,,,,
P1922260,Operating Range,43191679-011,APPROVED,,,,,,
P1922260,Operating Range,43191679-012,APPROVED,,,,,,
P1922260,Stroke,20/38mm,APPROVED,,,,,,
