product_id,attribute_name,attribute_value,status,source_document_id,source_chunk_id,confidence,reviewed_at,reviewer,notes
P1902527,bus_type,QuickLink bus,APPROVED,,,80.0,,,
P1902527,voltage_rating,230V,APPROVED,,,95.0,,,
P1902527,current_rating,16A,APPROVED,,,95.0,,,
P1902527,frequency,50Hz,APPROVED,,,95.0,,,
P1902527,dimensions,"Height = 50mm, Width = 315mm, Depth = 205mm",APPROVED,,,95.0,,,
P1902527,weight,1.85kg,APPROVED,,,95.0,,,
P1902527,material,Polycarbonate,APPROVED,,,95.0,,,
P1902527,finish,Lightly textured light grey,APPROVED,,,95.0,,,
P1904589,wired_interfaces,7-way Wieland GST style locking connector,APPROVED,,,80.0,,,
P1904589,ports,"6-pole sockets, 7-pole presence detector input ports",APPROVED,,,90.0,,,
P1904589,bus_type,QuickLink bus,APPROVED,,,80.0,,,
P1904589,voltage_rating,230V,APPROVED,,,95.0,,,
P1904589,current_rating,16A,APPROVED,,,95.0,,,
P1904589,frequency,50Hz,APPROVED,,,95.0,,,
P1904589,dimensions,"Height = 50mm, Width = 315mm, Depth = 205mm",APPROVED,,,95.0,,,
P1904589,weight,1.85kg,APPROVED,,,95.0,,,
P1904589,material,Polycarbonate,APPROVED,,,95.0,,,
P1904589,finish,Lightly textured light grey,APPROVED,,,95.0,,,
EP00023,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00023,voltage_rating,13A,APPROVED,,,95.0,,,
EP00023,current_rating,13A,APPROVED,,,95.0,,,
EP00023,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00023,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00023,finish,High gloss,APPROVED,,,90.0,,,
EP00023,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00021,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00021,voltage_rating,13A,APPROVED,,,95.0,,,
EP00021,current_rating,13A,APPROVED,,,95.0,,,
EP00021,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00021,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00021,finish,High gloss,APPROVED,,,90.0,,,
EP00021,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00013,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00013,voltage_rating,13A,APPROVED,,,95.0,,,
EP00013,current_rating,13A,APPROVED,,,95.0,,,
EP00013,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00013,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00013,finish,High gloss,APPROVED,,,90.0,,,
EP00013,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP4-008,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP4-008,voltage_rating,13A,APPROVED,,,95.0,,,
EP4-008,current_rating,13A,APPROVED,,,95.0,,,
EP4-008,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP4-008,material,High grade thermoset material,APPROVED,,,95.0,,,
EP4-008,finish,High gloss,APPROVED,,,90.0,,,
EP4-008,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00011,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00011,voltage_rating,13A,APPROVED,,,95.0,,,
EP00011,current_rating,13A,APPROVED,,,95.0,,,
EP00011,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00011,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00011,finish,High gloss,APPROVED,,,90.0,,,
EP00011,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
K2766,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
K2766,voltage_rating,13A,APPROVED,,,95.0,,,
K2766,current_rating,13A,APPROVED,,,95.0,,,
K2766,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
K2766,material,High grade thermoset material,APPROVED,,,95.0,,,
K2766,finish,High gloss,APPROVED,,,90.0,,,
K2766,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00005,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00005,voltage_rating,13A,APPROVED,,,95.0,,,
EP00005,current_rating,13A,APPROVED,,,95.0,,,
EP00005,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00005,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00005,finish,High gloss,APPROVED,,,90.0,,,
EP00005,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00009,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00009,voltage_rating,13A,APPROVED,,,95.0,,,
EP00009,current_rating,13A,APPROVED,,,95.0,,,
EP00009,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00009,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00009,finish,High gloss,APPROVED,,,90.0,,,
EP00009,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00014,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00014,voltage_rating,13A,APPROVED,,,95.0,,,
EP00014,current_rating,13A,APPROVED,,,95.0,,,
EP00014,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00014,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00014,finish,High gloss,APPROVED,,,90.0,,,
EP00014,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP5-063,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP5-063,voltage_rating,13A,APPROVED,,,95.0,,,
EP5-063,current_rating,13A,APPROVED,,,95.0,,,
EP5-063,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP5-063,material,High grade thermoset material,APPROVED,,,95.0,,,
EP5-063,finish,High gloss,APPROVED,,,90.0,,,
EP5-063,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP5-065,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP5-065,voltage_rating,13A,APPROVED,,,95.0,,,
EP5-065,current_rating,13A,APPROVED,,,95.0,,,
EP5-065,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP5-065,material,High grade thermoset material,APPROVED,,,95.0,,,
EP5-065,finish,High gloss,APPROVED,,,90.0,,,
EP5-065,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP6-007,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP6-007,voltage_rating,13A,APPROVED,,,95.0,,,
EP6-007,current_rating,13A,APPROVED,,,95.0,,,
EP6-007,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP6-007,material,High grade thermoset material,APPROVED,,,95.0,,,
EP6-007,finish,High gloss,APPROVED,,,90.0,,,
EP6-007,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00001,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00001,voltage_rating,13A,APPROVED,,,95.0,,,
EP00001,current_rating,13A,APPROVED,,,95.0,,,
EP00001,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00001,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00001,finish,High gloss,APPROVED,,,90.0,,,
EP00001,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00110,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00110,voltage_rating,13A,APPROVED,,,95.0,,,
EP00110,current_rating,13A,APPROVED,,,95.0,,,
EP00110,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00110,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00110,finish,High gloss,APPROVED,,,90.0,,,
EP00110,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP5-023,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP5-023,voltage_rating,13A,APPROVED,,,95.0,,,
EP5-023,current_rating,13A,APPROVED,,,95.0,,,
EP5-023,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP5-023,material,High grade thermoset material,APPROVED,,,95.0,,,
EP5-023,finish,High gloss,APPROVED,,,90.0,,,
EP5-023,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00015,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00015,voltage_rating,13A,APPROVED,,,95.0,,,
EP00015,current_rating,13A,APPROVED,,,95.0,,,
EP00015,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00015,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00015,finish,High gloss,APPROVED,,,90.0,,,
EP00015,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00018,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00018,voltage_rating,13A,APPROVED,,,95.0,,,
EP00018,current_rating,13A,APPROVED,,,95.0,,,
EP00018,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00018,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00018,finish,High gloss,APPROVED,,,90.0,,,
EP00018,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00007,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00007,voltage_rating,13A,APPROVED,,,95.0,,,
EP00007,current_rating,13A,APPROVED,,,95.0,,,
EP00007,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00007,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00007,finish,High gloss,APPROVED,,,90.0,,,
EP00007,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00024,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00024,voltage_rating,13A,APPROVED,,,95.0,,,
EP00024,current_rating,13A,APPROVED,,,95.0,,,
EP00024,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00024,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00024,finish,High gloss,APPROVED,,,90.0,,,
EP00024,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
M2M-EP,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
M2M-EP,voltage_rating,13A,APPROVED,,,95.0,,,
M2M-EP,current_rating,13A,APPROVED,,,95.0,,,
M2M-EP,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
M2M-EP,material,High grade thermoset material,APPROVED,,,95.0,,,
M2M-EP,finish,High gloss,APPROVED,,,90.0,,,
M2M-EP,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00019,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00019,voltage_rating,13A,APPROVED,,,95.0,,,
EP00019,current_rating,13A,APPROVED,,,95.0,,,
EP00019,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00019,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00019,finish,High gloss,APPROVED,,,90.0,,,
EP00019,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00016,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00016,voltage_rating,13A,APPROVED,,,95.0,,,
EP00016,current_rating,13A,APPROVED,,,95.0,,,
EP00016,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00016,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00016,finish,High gloss,APPROVED,,,90.0,,,
EP00016,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00030,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00030,voltage_rating,13A,APPROVED,,,95.0,,,
EP00030,current_rating,13A,APPROVED,,,95.0,,,
EP00030,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00030,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00030,finish,High gloss,APPROVED,,,90.0,,,
EP00030,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00112,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00112,voltage_rating,13A,APPROVED,,,95.0,,,
EP00112,current_rating,13A,APPROVED,,,95.0,,,
EP00112,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00112,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00112,finish,High gloss,APPROVED,,,90.0,,,
EP00112,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP6-063,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP6-063,voltage_rating,13A,APPROVED,,,95.0,,,
EP6-063,current_rating,13A,APPROVED,,,95.0,,,
EP6-063,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP6-063,material,High grade thermoset material,APPROVED,,,95.0,,,
EP6-063,finish,High gloss,APPROVED,,,90.0,,,
EP6-063,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP5-028,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP5-028,voltage_rating,13A,APPROVED,,,95.0,,,
EP5-028,current_rating,13A,APPROVED,,,95.0,,,
EP5-028,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP5-028,material,High grade thermoset material,APPROVED,,,95.0,,,
EP5-028,finish,High gloss,APPROVED,,,90.0,,,
EP5-028,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00111,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00111,voltage_rating,13A,APPROVED,,,95.0,,,
EP00111,current_rating,13A,APPROVED,,,95.0,,,
EP00111,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00111,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00111,finish,High gloss,APPROVED,,,90.0,,,
EP00111,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00109,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00109,voltage_rating,13A,APPROVED,,,95.0,,,
EP00109,current_rating,13A,APPROVED,,,95.0,,,
EP00109,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00109,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00109,finish,High gloss,APPROVED,,,90.0,,,
EP00109,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP5-002,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP5-002,voltage_rating,13A,APPROVED,,,95.0,,,
EP5-002,current_rating,13A,APPROVED,,,95.0,,,
EP5-002,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP5-002,material,High grade thermoset material,APPROVED,,,95.0,,,
EP5-002,finish,High gloss,APPROVED,,,90.0,,,
EP5-002,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00017,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00017,voltage_rating,13A,APPROVED,,,95.0,,,
EP00017,current_rating,13A,APPROVED,,,95.0,,,
EP00017,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00017,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00017,finish,High gloss,APPROVED,,,90.0,,,
EP00017,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00025,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00025,voltage_rating,13A,APPROVED,,,95.0,,,
EP00025,current_rating,13A,APPROVED,,,95.0,,,
EP00025,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00025,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00025,finish,High gloss,APPROVED,,,90.0,,,
EP00025,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00020,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00020,voltage_rating,13A,APPROVED,,,95.0,,,
EP00020,current_rating,13A,APPROVED,,,95.0,,,
EP00020,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00020,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00020,finish,High gloss,APPROVED,,,90.0,,,
EP00020,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00022,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00022,voltage_rating,13A,APPROVED,,,95.0,,,
EP00022,current_rating,13A,APPROVED,,,95.0,,,
EP00022,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00022,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00022,finish,High gloss,APPROVED,,,90.0,,,
EP00022,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00008,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00008,voltage_rating,13A,APPROVED,,,95.0,,,
EP00008,current_rating,13A,APPROVED,,,95.0,,,
EP00008,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00008,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00008,finish,High gloss,APPROVED,,,90.0,,,
EP00008,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00002,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00002,voltage_rating,13A,APPROVED,,,95.0,,,
EP00002,current_rating,13A,APPROVED,,,95.0,,,
EP00002,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00002,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00002,finish,High gloss,APPROVED,,,90.0,,,
EP00002,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00028,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00028,voltage_rating,13A,APPROVED,,,95.0,,,
EP00028,current_rating,13A,APPROVED,,,95.0,,,
EP00028,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00028,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00028,finish,High gloss,APPROVED,,,90.0,,,
EP00028,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00012,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00012,voltage_rating,13A,APPROVED,,,95.0,,,
EP00012,current_rating,13A,APPROVED,,,95.0,,,
EP00012,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00012,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00012,finish,High gloss,APPROVED,,,90.0,,,
EP00012,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00004,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00004,voltage_rating,13A,APPROVED,,,95.0,,,
EP00004,current_rating,13A,APPROVED,,,95.0,,,
EP00004,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00004,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00004,finish,High gloss,APPROVED,,,90.0,,,
EP00004,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00029,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00029,voltage_rating,13A,APPROVED,,,95.0,,,
EP00029,current_rating,13A,APPROVED,,,95.0,,,
EP00029,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00029,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00029,finish,High gloss,APPROVED,,,90.0,,,
EP00029,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP4-006,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP4-006,voltage_rating,13A,APPROVED,,,95.0,,,
EP4-006,current_rating,13A,APPROVED,,,95.0,,,
EP4-006,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP4-006,material,High grade thermoset material,APPROVED,,,95.0,,,
EP4-006,finish,High gloss,APPROVED,,,90.0,,,
EP4-006,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP5-035,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP5-035,voltage_rating,13A,APPROVED,,,95.0,,,
EP5-035,current_rating,13A,APPROVED,,,95.0,,,
EP5-035,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP5-035,material,High grade thermoset material,APPROVED,,,95.0,,,
EP5-035,finish,High gloss,APPROVED,,,90.0,,,
EP5-035,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00026,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00026,voltage_rating,13A,APPROVED,,,95.0,,,
EP00026,current_rating,13A,APPROVED,,,95.0,,,
EP00026,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00026,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00026,finish,High gloss,APPROVED,,,90.0,,,
EP00026,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00027,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00027,voltage_rating,13A,APPROVED,,,95.0,,,
EP00027,current_rating,13A,APPROVED,,,95.0,,,
EP00027,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00027,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00027,finish,High gloss,APPROVED,,,90.0,,,
EP00027,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00003,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00003,voltage_rating,13A,APPROVED,,,95.0,,,
EP00003,current_rating,13A,APPROVED,,,95.0,,,
EP00003,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00003,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00003,finish,High gloss,APPROVED,,,90.0,,,
EP00003,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP5-062,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP5-062,voltage_rating,13A,APPROVED,,,95.0,,,
EP5-062,current_rating,13A,APPROVED,,,95.0,,,
EP5-062,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP5-062,material,High grade thermoset material,APPROVED,,,95.0,,,
EP5-062,finish,High gloss,APPROVED,,,90.0,,,
EP5-062,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
EP00010,certifications,"BS 1363 Pt 2:1995, Part M compliant",APPROVED,,,90.0,,,
EP00010,voltage_rating,13A,APPROVED,,,95.0,,,
EP00010,current_rating,13A,APPROVED,,,95.0,,,
EP00010,dimensions,"86 x 86mm, 86 x 146mm, 86 x 206mm",APPROVED,,,92.0,,,
EP00010,material,High grade thermoset material,APPROVED,,,95.0,,,
EP00010,finish,High gloss,APPROVED,,,90.0,,,
EP00010,mounting_type,"Flush, Surface",APPROVED,,,90.0,,,
P1906885,certifications,"CE, UL94",APPROVED,,,95.0,,,
P1906885,communication_protocols,LONWORKS,APPROVED,,,90.0,,,
P1906885,wired_interfaces,terminal block,APPROVED,,,80.0,,,
P1906885,operating_temperature,45°F to 99°F (7°C to 37°C),APPROVED,,,98.0,,,
P1906885,storage_temperature,-40°F to 150°F (-40°C to 65.5°C),APPROVED,,,95.0,,,
P1906885,humidity_range,5% to 95% non-condensing,APPROVED,,,90.0,,,
P1906885,material,plastic,APPROVED,,,70.0,,,
P1906885,mounting_type,wall mounting,APPROVED,,,50.0,,,
P1907081,certifications,"PED 2014/68/EU, IP 54",APPROVED,,,95.0,,,
P1907081,voltage_rating,"250 VAC, 250 VDC, 24 VDC",APPROVED,,,90.0,,,
P1907081,operating_temperature,-20 to +70°C,APPROVED,,,95.0,,,
P1907081,material,"Diecast aluminium, stainless steel",APPROVED,,,80.0,,,
P1907081,ingress_protection,IP 54,APPROVED,,,95.0,,,
P1907081,ports,"G 1/2"" external, G 1/4"" internal",APPROVED,,,90.0,,,
P1907081,current_rating,"8A, 5A, 0.3A",APPROVED,,,90.0,,,
P1907081,housing,Diecast aluminium,APPROVED,,,80.0,,,
P1907081,mounting_type,Wall mounting or directly on the pressure line,APPROVED,,,90.0,,,
P1907081,enclosure_type,IP 54 or IP 65,APPROVED,,,90.0,,,
P1907046,certifications,"PED 2014/68/EU, IP 54",APPROVED,,,95.0,,,
P1907046,voltage_rating,"250 VAC, 250 VDC, 24 VDC",APPROVED,,,90.0,,,
P1907046,operating_temperature,-20 to +70°C,APPROVED,,,95.0,,,
P1907046,material,"Diecast aluminium, stainless steel",APPROVED,,,80.0,,,
P1907046,ingress_protection,IP 54,APPROVED,,,95.0,,,
P1907046,ports,"G 1/2"" external, G 1/4"" internal",APPROVED,,,90.0,,,
P1907046,current_rating,"8A, 5A, 0.3A",APPROVED,,,90.0,,,
P1907046,housing,Diecast aluminium,APPROVED,,,80.0,,,
P1907046,mounting_type,Wall mounting or directly on the pressure line,APPROVED,,,90.0,,,
P1907046,enclosure_type,IP 54 or IP 65,APPROVED,,,90.0,,,
P1904636,certifications,"BACnet MS/TP, EU BAC, CE, UL",APPROVED,,,95.0,,,
P1904636,communication_protocols,BACnet MS/TP,APPROVED,,,98.0,,,
P1904636,wired_interfaces,"MS/TP, Wallbus",APPROVED,,,90.0,,,
P1904636,ports,"USB, Wallbus",APPROVED,,,90.0,,,
P1904636,network_capabilities,BACnet MS/TP network,APPROVED,,,92.0,,,
P1904636,voltage_rating,"230VAC, 24VAC",APPROVED,,,95.0,,,
P1904636,dimensions,"170mm x 152mm x 45mm, 205mm x 189mm x 63mm",APPROVED,,,95.0,,,
P1904636,mounting_type,"DIN rail clip, surface mounting brackets",APPROVED,,,90.0,,,
P1904633,certifications,"BACnet MS/TP, EU BAC, CE, UL",APPROVED,,,95.0,,,
P1904633,communication_protocols,BACnet MS/TP,APPROVED,,,98.0,,,
P1904633,wired_interfaces,"MS/TP, Wallbus",APPROVED,,,90.0,,,
P1904633,ports,"USB, Wallbus",APPROVED,,,90.0,,,
P1904633,network_capabilities,BACnet MS/TP network,APPROVED,,,92.0,,,
P1904633,voltage_rating,"230VAC, 24VAC",APPROVED,,,95.0,,,
P1904633,dimensions,"170mm x 152mm x 45mm, 205mm x 189mm x 63mm",APPROVED,,,95.0,,,
